MapDate,AreaOfInterest,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID,date,pct_ge_D1,pct_ge_D2
20001017,Total,49.92,50.08,34.29,18.59,5.92,0.87,2000-10-17,2000-10-23,1,2000-10-17,59.669999999999995,25.38
20001010,Total,50.18,49.82,34.34,20.33,4.91,0.39,2000-10-10,2000-10-16,1,2000-10-10,59.97,25.63
20001003,Total,49.36,50.64,34.31,21.9,5.84,0.62,2000-10-03,2000-10-09,1,2000-10-03,62.669999999999995,28.36
20000926,Total,51.58,48.42,32.09,20.06,5.76,0.62,2000-09-26,2000-10-02,1,2000-09-26,58.53,26.44
20000919,Total,51.09,48.91,33.37,21.9,7.0,1.37,2000-09-19,2000-09-25,1,2000-09-19,63.63999999999999,30.27
20000912,Total,52.86,47.14,32.28,20.28,7.44,1.43,2000-09-12,2000-09-18,1,2000-09-12,61.43,29.150000000000002
20000905,Total,52.06,47.94,29.06,16.22,6.75,2.18,2000-09-05,2000-09-11,1,2000-09-05,54.21,25.15
20000829,Total,52.85,47.15,27.02,13.24,5.74,2.06,2000-08-29,2000-09-04,1,2000-08-29,48.06,21.04
20000822,Total,57.99,42.01,24.45,11.69,4.52,2.0,2000-08-22,2000-08-28,1,2000-08-22,42.66,18.21
20000815,Total,56.7,43.3,23.11,10.95,3.69,1.66,2000-08-15,2000-08-21,1,2000-08-15,39.41,16.299999999999997
20000808,Total,57.11,42.89,20.61,9.07,3.75,1.78,2000-08-08,2000-08-14,1,2000-08-08,35.21,14.6
20000801,Total,58.33,41.67,20.29,8.74,4.13,2.01,2000-08-01,2000-08-07,1,2000-08-01,35.17,14.88
20000725,Total,56.81,43.19,19.24,7.88,4.36,2.16,2000-07-25,2000-07-31,1,2000-07-25,33.64,14.4
20000718,Total,55.65,44.35,18.87,7.42,4.57,1.77,2000-07-18,2000-07-24,1,2000-07-18,32.63,13.76
20000711,Total,56.32,43.68,17.1,6.87,3.92,1.38,2000-07-11,2000-07-17,1,2000-07-11,29.27,12.169999999999998
20000704,Total,57.8,42.2,14.97,6.91,3.61,1.05,2000-07-04,2000-07-10,1,2000-07-04,26.540000000000003,11.57
20000627,Total,61.12,38.88,19.95,10.52,3.78,1.39,2000-06-27,2000-07-03,1,2000-06-27,35.64,15.69
20000620,Total,64.25,35.75,19.13,11.86,5.62,1.37,2000-06-20,2000-06-26,1,2000-06-20,37.98,18.85
20000613,Total,63.01,36.99,19.72,11.9,6.13,1.28,2000-06-13,2000-06-19,1,2000-06-13,39.03,19.310000000000002
20000606,Total,68.61,31.39,17.97,10.7,4.52,0.25,2000-06-06,2000-06-12,1,2000-06-06,33.44,15.469999999999999
20000530,Total,68.15,31.85,20.32,11.48,4.25,0.22,2000-05-30,2000-06-05,1,2000-05-30,36.269999999999996,15.950000000000001
20000523,Total,64.63,35.37,19.99,11.84,3.0,0.0,2000-05-23,2000-05-29,1,2000-05-23,34.83,14.84
20000516,Total,60.21,39.79,23.81,13.02,2.5,0.0,2000-05-16,2000-05-22,1,2000-05-16,39.33,15.52
20000509,Total,62.87,37.13,20.76,10.73,1.39,0.0,2000-05-09,2000-05-15,1,2000-05-09,32.88,12.120000000000001
20000502,Total,62.61,37.39,21.58,11.05,1.39,0.0,2000-05-02,2000-05-08,1,2000-05-02,34.019999999999996,12.440000000000001
20000425,Total,63.2,36.8,20.42,10.91,1.24,0.0,2000-04-25,2000-05-01,1,2000-04-25,32.57,12.15
20000418,Total,60.64,39.36,22.35,12.2,0.0,0.0,2000-04-18,2000-04-24,1,2000-04-18,34.55,12.2
20000411,Total,62.16,37.84,22.19,11.43,0.0,0.0,2000-04-11,2000-04-17,1,2000-04-11,33.620000000000005,11.43
20000404,Total,59.35,40.65,21.5,12.08,0.0,0.0,2000-04-04,2000-04-10,1,2000-04-04,33.58,12.08
20000328,Total,61.97,38.03,22.27,10.42,0.0,0.0,2000-03-28,2000-04-03,1,2000-03-28,32.69,10.42
20000321,Total,59.74,40.26,25.01,13.06,0.0,0.0,2000-03-21,2000-03-27,1,2000-03-21,38.07,13.06
20000314,Total,59.44,40.56,25.6,13.43,0.0,0.0,2000-03-14,2000-03-20,1,2000-03-14,39.03,13.43
20000307,Total,54.73,45.27,26.97,12.6,0.0,0.0,2000-03-07,2000-03-13,1,2000-03-07,39.57,12.6
20000229,Total,54.35,45.65,27.28,11.75,0.0,0.0,2000-02-29,2000-03-06,1,2000-02-29,39.03,11.75
20000222,Total,52.59,47.41,25.74,9.15,0.0,0.0,2000-02-22,2000-02-28,1,2000-02-22,34.89,9.15
20000215,Total,47.17,52.83,26.77,9.13,0.0,0.0,2000-02-15,2000-02-21,1,2000-02-15,35.9,9.13
20000208,Total,46.5,53.5,24.65,9.22,0.0,0.0,2000-02-08,2000-02-14,1,2000-02-08,33.87,9.22
20000201,Total,45.6,54.4,24.29,8.53,0.0,0.0,2000-02-01,2000-02-07,1,2000-02-01,32.82,8.53
20000125,Total,42.03,57.97,21.39,8.45,0.0,0.0,2000-01-25,2000-01-31,1,2000-01-25,29.84,8.45
20000118,Total,43.26,56.74,21.75,8.67,0.0,0.0,2000-01-18,2000-01-24,1,2000-01-18,30.42,8.67
20000111,Total,48.27,51.73,20.93,8.27,0.0,0.0,2000-01-11,2000-01-17,1,2000-01-11,29.2,8.27
20000104,Total,57.29,42.71,19.61,7.9,0.0,0.0,2000-01-04,2000-01-10,1,2000-01-04,27.509999999999998,7.9
