ï»¿Year,Month,Month-number,Data_Item,Value,Units
1977,February,2,Pork farm to retail price spread,57.4,Cents per pound of retail equivalent
1977,March,3,Pork farm to retail price spread,61.6,Cents per pound of retail equivalent
1977,April,4,Pork farm to retail price spread,60.5,Cents per pound of retail equivalent
1977,May,5,Pork farm to retail price spread,54.8,Cents per pound of retail equivalent
1977,June,6,Pork farm to retail price spread,55.9,Cents per pound of retail equivalent
1977,July,7,Pork farm to retail price spread,59.3,Cents per pound of retail equivalent
1977,August,8,Pork farm to retail price spread,59.6,Cents per pound of retail equivalent
1977,September,9,Pork farm to retail price spread,64.8,Cents per pound of retail equivalent
1977,October,10,Pork farm to retail price spread,61.8,Cents per pound of retail equivalent
1977,November,11,Pork farm to retail price spread,64.7,Cents per pound of retail equivalent
1977,December,12,Pork farm to retail price spread,60.2,Cents per pound of retail equivalent
1978,January,1,Pork farm to retail price spread,60.8,Cents per pound of retail equivalent
1978,February,2,Pork farm to retail price spread,60.6,Cents per pound of retail equivalent
1978,March,3,Pork farm to retail price spread,64.4,Cents per pound of retail equivalent
1978,April,4,Pork farm to retail price spread,68.9,Cents per pound of retail equivalent
1978,May,5,Pork farm to retail price spread,63.7,Cents per pound of retail equivalent
1978,June,6,Pork farm to retail price spread,68.1,Cents per pound of retail equivalent
1978,July,7,Pork farm to retail price spread,70.3,Cents per pound of retail equivalent
1978,August,8,Pork farm to retail price spread,67.6,Cents per pound of retail equivalent
1978,September,9,Pork farm to retail price spread,66.9,Cents per pound of retail equivalent
1978,October,10,Pork farm to retail price spread,66.8,Cents per pound of retail equivalent
1978,November,11,Pork farm to retail price spread,73.8,Cents per pound of retail equivalent
1978,December,12,Pork farm to retail price spread,72.0,Cents per pound of retail equivalent
1979,January,1,Pork farm to retail price spread,66.2565694117647,Cents per pound of retail equivalent
1979,February,2,Pork farm to retail price spread,66.1738517647059,Cents per pound of retail equivalent
1979,March,3,Pork farm to retail price spread,75.89482705882351,Cents per pound of retail equivalent
1979,April,4,Pork farm to retail price spread,76.0360247058823,Cents per pound of retail equivalent
1979,May,5,Pork farm to retail price spread,77.67446588235289,Cents per pound of retail equivalent
1979,June,6,Pork farm to retail price spread,78.5170117647059,Cents per pound of retail equivalent
1979,July,7,Pork farm to retail price spread,78.75594,Cents per pound of retail equivalent
1979,August,8,Pork farm to retail price spread,73.4208047058823,Cents per pound of retail equivalent
1979,September,9,Pork farm to retail price spread,72.2607658823529,Cents per pound of retail equivalent
1979,October,10,Pork farm to retail price spread,78.397525882353,Cents per pound of retail equivalent
1979,November,11,Pork farm to retail price spread,72.5899341176471,Cents per pound of retail equivalent
1979,December,12,Pork farm to retail price spread,72.83547882352941,Cents per pound of retail equivalent
1980,January,1,Pork farm to retail price spread,73.6420811764706,Cents per pound of retail equivalent
1980,February,2,Pork farm to retail price spread,71.5233811764706,Cents per pound of retail equivalent
1980,March,3,Pork farm to retail price spread,77.9894023529412,Cents per pound of retail equivalent
1980,April,4,Pork farm to retail price spread,81.57404,Cents per pound of retail equivalent
1980,May,5,Pork farm to retail price spread,75.96506352941181,Cents per pound of retail equivalent
1980,June,6,Pork farm to retail price spread,66.3858623529412,Cents per pound of retail equivalent
1980,July,7,Pork farm to retail price spread,63.922167058823504,Cents per pound of retail equivalent
1980,August,8,Pork farm to retail price spread,64.3230164705882,Cents per pound of retail equivalent
1980,September,9,Pork farm to retail price spread,72.2933823529412,Cents per pound of retail equivalent
1980,October,10,Pork farm to retail price spread,72.1978670588235,Cents per pound of retail equivalent
1980,November,11,Pork farm to retail price spread,79.60319647058819,Cents per pound of retail equivalent
1980,December,12,Pork farm to retail price spread,79.3292623529412,Cents per pound of retail equivalent
1981,January,1,Pork farm to retail price spread,83.16642117647059,Cents per pound of retail equivalent
1981,February,2,Pork farm to retail price spread,77.93235647058819,Cents per pound of retail equivalent
1981,March,3,Pork farm to retail price spread,81.1089011764706,Cents per pound of retail equivalent
1981,April,4,Pork farm to retail price spread,77.1728258823529,Cents per pound of retail equivalent
1981,May,5,Pork farm to retail price spread,75.3947329411765,Cents per pound of retail equivalent
1981,June,6,Pork farm to retail price spread,64.0336152941177,Cents per pound of retail equivalent
1981,July,7,Pork farm to retail price spread,68.8124223529412,Cents per pound of retail equivalent
1981,August,8,Pork farm to retail price spread,72.7807105882353,Cents per pound of retail equivalent
1981,September,9,Pork farm to retail price spread,76.6957635294118,Cents per pound of retail equivalent
1981,October,10,Pork farm to retail price spread,85.2900988235294,Cents per pound of retail equivalent
1981,November,11,Pork farm to retail price spread,88.85656941176471,Cents per pound of retail equivalent
1981,December,12,Pork farm to retail price spread,91.9231,Cents per pound of retail equivalent
1982,January,1,Pork farm to retail price spread,82.0705105882353,Cents per pound of retail equivalent
1982,February,2,Pork farm to retail price spread,77.9788011764706,Cents per pound of retail equivalent
1982,March,3,Pork farm to retail price spread,78.8493764705882,Cents per pound of retail equivalent
1982,April,4,Pork farm to retail price spread,75.25766941176471,Cents per pound of retail equivalent
1982,May,5,Pork farm to retail price spread,71.3084047058824,Cents per pound of retail equivalent
1982,June,6,Pork farm to retail price spread,75.4502270588235,Cents per pound of retail equivalent
1982,July,7,Pork farm to retail price spread,79.8761752941177,Cents per pound of retail equivalent
1982,August,8,Pork farm to retail price spread,76.5213047058823,Cents per pound of retail equivalent
1982,September,9,Pork farm to retail price spread,83.9622176470588,Cents per pound of retail equivalent
1982,October,10,Pork farm to retail price spread,95.90557058823529,Cents per pound of retail equivalent
1982,November,11,Pork farm to retail price spread,97.4806788235294,Cents per pound of retail equivalent
1982,December,12,Pork farm to retail price spread,90.6311623529412,Cents per pound of retail equivalent
1983,January,1,Pork farm to retail price spread,89.3540705882353,Cents per pound of retail equivalent
1983,February,2,Pork farm to retail price spread,85.4712305882353,Cents per pound of retail equivalent
1983,March,3,Pork farm to retail price spread,95.7232976470588,Cents per pound of retail equivalent
1983,April,4,Pork farm to retail price spread,95.08188117647059,Cents per pound of retail equivalent
1983,May,5,Pork farm to retail price spread,92.71560705882351,Cents per pound of retail equivalent
1983,June,6,Pork farm to retail price spread,92.1484482352941,Cents per pound of retail equivalent
1983,July,7,Pork farm to retail price spread,90.3525482352941,Cents per pound of retail equivalent
1983,August,8,Pork farm to retail price spread,83.2328894117647,Cents per pound of retail equivalent
1983,September,9,Pork farm to retail price spread,88.3476235294118,Cents per pound of retail equivalent
1983,October,10,Pork farm to retail price spread,93.7680211764706,Cents per pound of retail equivalent
1983,November,11,Pork farm to retail price spread,94.9650023529412,Cents per pound of retail equivalent
1983,December,12,Pork farm to retail price spread,77.37039294117649,Cents per pound of retail equivalent
1984,January,1,Pork farm to retail price spread,78.4541752941176,Cents per pound of retail equivalent
1984,February,2,Pork farm to retail price spread,85.8508588235294,Cents per pound of retail equivalent
1984,March,3,Pork farm to retail price spread,81.4845447058823,Cents per pound of retail equivalent
1984,April,4,Pork farm to retail price spread,79.6800917647059,Cents per pound of retail equivalent
1984,May,5,Pork farm to retail price spread,78.8766423529412,Cents per pound of retail equivalent
1984,June,6,Pork farm to retail price spread,75.124385882353,Cents per pound of retail equivalent
1984,July,7,Pork farm to retail price spread,70.6686270588235,Cents per pound of retail equivalent
1984,August,8,Pork farm to retail price spread,78.62713176470591,Cents per pound of retail equivalent
1984,September,9,Pork farm to retail price spread,84.9330564705882,Cents per pound of retail equivalent
1984,October,10,Pork farm to retail price spread,90.9473635294118,Cents per pound of retail equivalent
1984,November,11,Pork farm to retail price spread,81.75854117647059,Cents per pound of retail equivalent
1984,December,12,Pork farm to retail price spread,79.4530870588235,Cents per pound of retail equivalent
1985,January,1,Pork farm to retail price spread,83.9452804,Cents per pound of retail equivalent
1985,February,2,Pork farm to retail price spread,84.1204654,Cents per pound of retail equivalent
1985,March,3,Pork farm to retail price spread,92.4751768,Cents per pound of retail equivalent
1985,April,4,Pork farm to retail price spread,91.2470356,Cents per pound of retail equivalent
1985,May,5,Pork farm to retail price spread,88.24255,Cents per pound of retail equivalent
1985,June,6,Pork farm to retail price spread,80.656231,Cents per pound of retail equivalent
1985,July,7,Pork farm to retail price spread,87.1,Cents per pound of retail equivalent
